-2.02949 0 0 -0.339776 0 -2.06821 0.195824 -3.27297 0 -2.22953 -3.93077 -3.98309 -2.29043 -2.45344 -2.33225 -3.59785 -3.32327 -3.20976 -2.96886 -2.96588 -3.00605 -3.29701 -3.25214 -3.12328 -3.10475 -2.95464 -2.88526 -3.04456 -2.9924 -3.38308 -3.08669 -2.74157 -2.75502 -2.77792 -2.93036 -2.85295 -2.82651 -2.36264 -3.20879 -1.28825 -5.3078 0.0260008 -5.93768 -1.852 -1.36031 0 -0.978521 -2.73012 -0.398069 0.115371
1.96621 0.525439 -3.98708 -0.0688177 0 -0.67274 0 -3.50859 -2.07291 -2.58397 0 -3.73406 -3.08234 -3.4773 -3.92411 -2.10859 -3.34733 -3.52167 -3.14343 -3.48846 -2.97453 -2.91978 -3.0834 -3.29811 -3.18225 -3.08097 -3.24713 -3.06745 -3.0594 -2.83633 -2.75693 -3.25939 -2.93304 -1.77376 -2.83911 -2.6659 -2.46137 -3.60389 -4.25688 -3.55529 -5.88733 0 0 -3.00453 -2.57879 -0.990351 0 -2.14793 -2.23177 -2.20589
-2.05314 -3.46629 -2.88837 0 -1.00352 -5.23648 0 0 -0.0984648 0 -3.93907 -1.38482 -2.71034 -1.33185 -2.8201 -3.09759 -2.78913 -3.68032 -3.43363 -3.05473 -3.14421 -3.21724 -3.19679 -3.04925 -3.26961 -3.22155 -2.97312 -3.13542 -2.95491 -3.08518 -3.06047 -2.87143 -2.92089 -3.18223 -2.68987 -2.14007 -3.00586 -3.23602 -1.19386 -3.81076 -2.6648 -4.87594 -2.49921 -3.35237 -1.52341 1.88765 -2.34531 -2.58682 3.64088 0
-1.98901 0.499005 0 -4.95158 -4.28651 -4.47898 -3.7297 -5.84102 -2.41369 -2.37244 -3.74937 -3.01509 -2.24625 -2.20996 -3.5016 -2.42064 -3.45921 -2.88017 -3.10009 -2.87812 -3.21543 -3.0353 -3.08937 -3.05069 -2.97829 -2.9943 -2.96807 -3.18211 -2.95235 -3.08263 -3.13941 -2.6803 -2.74841 -2.72939 -2.0855 -3.73061 -3.07933 -3.00323 -2.94717 -3.17359 -2.71284 -3.26429 -3.8088 0 -1.55162 -2.26709 0 0 -1.00386 0
-1.45754 -2.6006 -4.7709 -1.93645 -3.94767 0 0 -4.60861 0 -0.189085 -3.14824 -5.16174 -3.0131 -2.06143 -3.73733 -2.05783 -2.9861 -3.17061 -3.38636 -3.05645 -3.41357 -3.12375 -3.29467 -3.12198 -3.16725 -3.16013 -3.07911 -3.20441 -3.18848 -3.03785 -3.32027 -3.04261 -3.11015 -2.3261 -1.83672 -3.2996 -3.72315 -2.31918 -2.08144 -3.73261 -3.10014 -1.20752 0 -1.80003 -1.76055 -5.08005 -1.72048 1.37076 0 0
-0.357994 2.03751 -1.57673 0.459019 0 -4.83632 0 0 -2.09916 -3.07186 -0.0413413 -3.87798 -3.08094 -3.659 -2.808 -3.29145 -3.56748 -3.47209 -3.00775 -3.51576 -3.09273 -3.12264 -3.20402 -3.16914 -3.03952 -3.16953 -2.93189 -3.14126 -3.08007 -2.99066 -3.37018 -3.05458 -3.08701 -3.05525 -2.59458 -2.34036 -1.80924 -1.1152 0 -4.35606 0.0943692 -1.34354 0 -2.53196 0 -3.22089 -2.8833 0 0 4.58461
-1.16903 -0.168956 -1.1853 -4.78173 -1.24208 -2.05865 -2.27265 -2.21885 -3.87291 -3.56767 -3.03179 -4.43153 -3.71177 -2.47401 -2.91107 -3.98274 -3.59986 -3.23805 -3.32872 -3.27258 -3.09471 -3.43687 -3.16319 -3.0186 -3.07629 -2.99593 -3.25248 -2.8786 -3.1283 -3.01426 -2.97231 -3.13954 -2.79081 -2.39251 -3.72459 -3.36988 -2.53055 -5.2445 -2.83873 -1.36386 -2.88709 -5.17613 -3.07687 -4.39764 -1.6452 0 0 -3.39199 -1.31003 1.12432
-4.5867 1.09944 0 -1.40993 -5.49787 -5.82597 0 -1.52954 -2.71494 -5.70684 -1.29974 -0.766928 -4.51914 -2.81653 -3.18818 -3.66195 -3.55807 -3.17227 -3.34883 -2.84901 -3.19708 -3.25521 -3.15674 -3.09033 -2.95045 -3.07929 -3.02111 -3.3298 -2.85674 -2.97977 -2.69945 -2.75211 -2.53583 -3.6724 -1.16952 -2.896 -2.28216 -3.89793 -3.35451 -3.72473 -3.92705 -3.42862 -4.32003 -1.12328 -3.51443 -3.49128 -3.66261 0 -1.33181 0
1.02137 0 4.03344 0 -1.2276 -4.48682 -4.73506 -2.73955 -2.4986 0 -2.05548 -0.220008 -5.29428 -1.27658 -4.17429 -4.06198 -2.7622 -3.21431 -2.95635 -3.49252 -3.10345 -3.30026 -3.3881 -3.14513 -3.21122 -3.08186 -2.95694 -2.9818 -2.82847 -2.93963 -2.83947 -2.84057 -3.1026 -3.33217 -2.93957 -3.90812 -2.41235 -4.62693 -3.5595 -2.63611 -3.23683 -2.68986 -0.976128 -3.71654 0 2.15754 -2.98887 0 -1.99388 -3.71975
-0.531664 -3.2537 -3.22762 -3.88983 -3.38082 0.640984 -0.658305 -3.05704 -0.800198 -5.49291 0 -4.23267 -3.74722 -4.74679 -2.49366 -2.51954 -2.87247 -3.32844 -3.26252 -2.94254 -3.02068 -3.17172 -3.14893 -2.90904 -2.86822 -3.20957 -3.17108 -3.02509 -3.17787 -2.99838 -2.98804 -3.23743 -2.73673 -2.83061 -2.53032 -3.99612 -2.64489 -3.04439 -2.71239 0 -2.5548 -3.10892 -3.53862 0 -3.04048 -3.46847 -1.80055 -0.323986 0.533999 0.914497
-3.9962 -0.539192 0 -0.195329 -0.361443 -5.2109 -3.21923 -2.15937 0 -2.66007 -5.71585 -5.14564 -3.5275 -2.83931 -2.10624 -3.03707 -3.30526 -3.10519 -2.96187 -2.90544 -3.24697 -3.2682 -3.15635 -3.16489 -3.2113 -3.40182 -3.07878 -2.88242 -2.97198 -2.94835 -2.92173 -2.85484 -3.27696 -2.46504 -3.05589 -2.83627 -1.85093 -2.50762 -2.65794 -2.80728 0 -4.37883 0 -3.37692 0 0 -3.02205 -0.472815 -0.749298 -0.0446785
2.59965 -3.32273 -0.94634 -2.25891 -0.64875 -3.70126 -2.68905 0 -1.73179 0 -3.79435 -2.40792 -4.53318 -2.69023 -2.93079 -2.48507 -3.63028 -3.35549 -3.20335 -3.19841 -2.99917 -3.11122 -3.07435 -3.40289 -3.26398 -3.20184 -3.33569 -3.06178 -3.17162 -2.76763 -2.7872 -2.86075 -3.11348 -2.58556 -2.18503 -3.81608 -2.82698 -2.38275 -1.2783 -3.93964 -3.77366 -4.08844 -3.61687 -5.76493 -2.10344 -3.51926 -2.75786 -2.25997 -1.59046 1.47441
-1.45367 -1.76852 -0.787758 -2.91542 -2.03149 0 -3.74276 -2.96889 0 -4.855 -2.06242 -0.169727 -4.06373 -6.06512 -3.06119 -1.49118 -3.79227 -3.27858 -3.0805 -3.41483 -3.31734 -3.25503 -3.23804 -3.21224 -3.13791 -2.99984 -3.0098 -2.96811 -2.94173 -3.14953 -3.19846 -3.08701 -3.58812 -3.32975 -3.53798 -2.37499 -2.75359 -2.36657 -5.13053 -2.89481 -1.46154 -0.940491 0 0.0909431 -2.63903 -2.59563 -2.83105 -1.9068 -2.96862 1.91033
-2.05249 -0.272163 -1.70201 -1.37453 -1.04666 -1.262 -1.27815 -2.09586 -1.45868 -5.38308 -1.12436 -2.70895 -3.73986 -2.62112 -3.49025 -2.94901 -2.98183 -3.85359 -3.29747 -3.25838 -3.08409 -2.80102 -3.19054 -3.14586 -2.80152 -3.21912 -2.98901 -2.94136 -3.05374 -2.86251 -2.96137 -2.82047 -2.96425 -3.41034 -2.62381 -3.06048 -4.20119 -2.10726 -2.60871 -1.84454 -1.57095 -4.83201 -3.46126 -5.26277 -3.15766 -1.83573 -2.32606 -1.82541 -1.73794 -1.54171
1.96871 -0.577181 -0.205932 -4.2497 -3.14243 0 0 -4.16486 -3.93319 -4.71937 -3.89234 -3.55453 -3.83502 -3.83121 -3.42505 -2.60408 -2.52646 -3.18591 -3.09981 -3.04725 -3.0249 -3.38767 -3.34193 -3.13592 -3.22645 -3.09707 -3.47525 -3.18771 -3.02775 -3.28115 -3.0183 -2.74552 -2.99867 -3.5438 -2.44278 -2.26265 -2.77622 -3.46443 -4.65521 -2.45853 -0.976748 -1.89023 -3.30591 -3.57784 0 -3.48079 -2.76803 -1.99626 0.311547 -0.152863
1.7178 -1.75212 -3.67109 -1.54714 -4.12484 -2.99496 -0.804103 -1.33786 -2.65943 -3.03031 -1.11462 -2.36811 -3.43909 -3.27532 -3.38347 -3.62268 -3.15595 -3.36753 -3.08535 -2.94475 -2.85131 -2.87222 -3.26024 -2.94404 -3.0965 -3.16623 -3.12559 -2.88479 -3.13836 -2.71606 -2.97761 -2.72105 -2.67035 -2.21119 -3.34303 -3.01994 -3.77717 -2.15643 -3.74645 -4.43077 -4.01285 -3.54759 0 -2.13087 -1.6838 -2.60279 -1.63123 0.0457256 -0.358103 -1.09803
-1.23626 0.547557 0.763216 -3.33323 -0.330756 -3.17562 -3.96514 -2.72267 -2.74207 0 -2.44587 -2.07083 -4.50991 -2.73869 -3.78702 -2.29721 -3.37058 -3.14151 -3.32864 -3.05908 -3.14908 -3.33643 -3.41119 -3.26927 -3.22811 -3.12533 -3.07305 -3.02058 -3.18128 -2.93061 -3.34449 -3.27877 -3.07879 -2.67726 -2.55042 -2.21012 -4.53242 -2.98894 -4.47641 -3.16368 0 0 -0.583517 -4.20797 -2.73203 -3.17852 -4.09047 0.574125 0 0.88683
-2.49409 -3.9296 -0.723006 -0.429767 -3.64541 -3.63169 -3.78783 -4.51696 -2.315 0 -4.13124 -2.78294 -2.14231 -3.02686 -2.59815 -3.26595 -3.02566 -3.58497 -3.1577 -3.48354 -3.54815 -3.34632 -3.02128 -3.16578 -3.15294 -3.00277 -3.02874 -3.20056 -3.03546 -2.90391 -2.7662 -2.78733 -3.62121 -3.30759 -3.2138 -2.68922 -1.48903 -4.5004 -4.10407 -1.85507 -3.0176 -3.60953 -2.41763 -4.31381 -3.07304 -2.04917 0.6362 -2.02536 -1.55928 -1.57043
